patient_id,tile_id,tile_row,tile_col,tile_purity,n_spots,FMRP_signature_score,Cell_cycle_signature_score,YAP_signature_score,WNT_signature_score,EMT_signature_score,x_min_fullres,y_min_fullres,x_max_fullres,y_max_fullres,FMRP_signature_score_binary,Cell_cycle_signature_score_binary,YAP_signature_score_binary,WNT_signature_score_binary,EMT_signature_score_binary
CH_L_315a,5-10,5,10,0.5450438103008308,40,0.018812028442671637,0.029814795797928124,0.37645392972218195,0.011693498924065977,0.4639485333913845,28110,14055,30921,16866,0.0,0.0,0.0,0.0,0.0
CH_L_315a,5-5,5,5,0.3702978796044176,159,-0.03421180216719911,0.030169930749679188,0.43641118920998917,-0.05834360838907158,0.5947332670318864,14055,14055,16866,16866,0.0,0.0,1.0,0.0,1.0
CH_L_315a,5-7,5,7,0.6087645462590706,172,0.012388048199074462,0.045714876770739654,0.3639068752292648,0.004273800356839507,0.49112205558746475,19677,14055,22488,16866,0.0,0.0,0.0,0.0,0.0
CH_L_315a,5-8,5,8,0.6519387929744883,118,0.000269551904296509,0.03748971951420704,0.37284005975767065,-0.03125534683648229,0.38469466999245355,22488,14055,25299,16866,0.0,0.0,0.0,0.0,0.0
CH_L_315a,5-9,5,9,0.5744495973380157,166,0.012436657057958728,0.026926494536549977,0.3766378532709377,-0.01311257396139553,0.4027611778195899,25299,14055,28110,16866,0.0,0.0,0.0,0.0,0.0
CH_L_315a,6-10,6,10,0.6049905159359033,56,0.03932391130596865,0.05537815485701192,0.3294538862235525,0.0007936318874637586,0.45411006040470553,28110,16866,30921,19677,0.0,0.0,0.0,0.0,0.0
CH_L_315a,6-5,6,5,0.37465708894895133,138,-0.02191066116155722,0.029081055291215206,0.4248778976901138,-0.04523062241572232,0.6083831545902819,14055,16866,16866,19677,0.0,0.0,1.0,0.0,1.0
CH_L_315a,6-6,6,6,0.32164425933899676,189,-0.01902277248483346,0.04853140420084236,0.39786398213275104,-0.01591971711965107,0.5788597666567801,16866,16866,19677,19677,0.0,0.0,1.0,0.0,1.0
CH_L_315a,6-7,6,7,0.5960162521564131,185,0.037087759236699644,0.07167455531151977,0.3247701128762315,0.037651062008992375,0.4930510093256406,19677,16866,22488,19677,0.0,1.0,0.0,1.0,0.0
CH_L_315a,6-8,6,8,0.7089568774212269,187,0.04905124343803427,0.057129311001908455,0.32108907802334447,0.046067113301906014,0.4355544760552532,22488,16866,25299,19677,1.0,0.0,0.0,1.0,0.0
CH_L_315a,6-9,6,9,0.7050641630340592,185,0.04044026841560595,0.052467679098233196,0.3340388479521582,0.0402376774276634,0.42846303149565723,25299,16866,28110,19677,1.0,0.0,0.0,1.0,0.0
CH_L_315a,7-5,7,5,0.3463875505656631,104,-0.0191073934481351,0.029214844278489367,0.3994894776791866,-0.0037822361058589453,0.6062699846572243,14055,19677,16866,22488,0.0,0.0,1.0,0.0,1.0
CH_L_315a,7-6,7,6,0.529275974620448,171,0.0173668444272764,0.0729805253520321,0.3315530898865944,0.03382761474896191,0.5504687028650576,16866,19677,19677,22488,0.0,1.0,0.0,1.0,0.0
CH_L_315a,7-7,7,7,0.6317178562691709,188,0.04223812661899053,0.07587529507113276,0.3089507933827937,0.038730852389751894,0.4994516013854269,19677,19677,22488,22488,1.0,1.0,0.0,1.0,0.0
CH_L_315a,7-8,7,8,0.6595780157339312,183,0.05785268883291582,0.061452415980479416,0.3191531762138301,0.058778326245970264,0.46003231642140696,22488,19677,25299,22488,1.0,0.0,0.0,1.0,0.0
CH_L_315a,7-9,7,9,0.5637711076912617,176,0.035082812311654506,0.05975598246374864,0.33870998941944525,0.03249318157091884,0.4599068444980951,25299,19677,28110,22488,0.0,0.0,0.0,0.0,0.0
CH_L_315a,8-5,8,5,0.41184161738178915,85,0.0030746869585573412,0.039512257671543996,0.3788164594218441,-0.017997061381063516,0.5975482524416089,14055,22488,16866,25299,0.0,0.0,1.0,0.0,1.0
CH_L_315a,8-6,8,6,0.4233448714464139,157,0.009016481847078072,0.06660587987194437,0.34447408880075425,0.001692320337253734,0.5873765270832793,16866,22488,19677,25299,0.0,1.0,0.0,0.0,1.0
CH_L_315a,8-7,8,7,0.5183769882920163,185,0.04379047885749835,0.06559773825530221,0.33266797757162575,0.022400867408340658,0.5001427047023159,19677,22488,22488,25299,1.0,0.0,0.0,0.0,0.0
CH_L_315a,8-8,8,8,0.4016476298651442,169,0.022133323035816277,0.06785291635490653,0.3564824077380661,0.0068839345778533055,0.4834588027372783,22488,22488,25299,25299,0.0,1.0,0.0,0.0,0.0
CH_L_315a,8-9,8,9,0.46644458244883996,157,0.01640905713260587,0.04245210348099721,0.3693700150395497,0.012856869523934358,0.45932556490947185,25299,22488,28110,25299,0.0,0.0,0.0,0.0,0.0
CH_L_315a,9-5,9,5,0.3860488495987225,86,0.04564572856634279,0.10584157847602571,0.29810642652317854,0.02666338122897949,0.5641625275549775,14055,25299,16866,28110,1.0,1.0,0.0,0.0,0.0
CH_L_315a,9-8,9,8,0.40521836230584374,136,0.013366157449328554,0.03625655067910768,0.3774969640651746,0.004579873626702262,0.46283989960919497,22488,25299,25299,28110,0.0,0.0,0.0,0.0,0.0
CH_L_315a,9-9,9,9,0.4256974807250896,80,-0.0045486647400175976,0.03202117912850624,0.4054209020651534,-0.050028690852123824,0.4392395756638786,25299,25299,28110,28110,0.0,0.0,1.0,0.0,0.0
