patient_id,tile_id,tile_row,tile_col,tile_purity,n_spots,FMRP_signature_score,Cell_cycle_signature_score,YAP_signature_score,WNT_signature_score,EMT_signature_score,x_min_fullres,y_min_fullres,x_max_fullres,y_max_fullres,FMRP_signature_score_binary,Cell_cycle_signature_score_binary,YAP_signature_score_binary,WNT_signature_score_binary,EMT_signature_score_binary
CH_L_403a,4-3,4,3,0.6518454042227828,111,-0.017234669070400072,0.3008224876956159,0.34686312316425966,0.09716125130323496,0.4969835503299531,8220,10960,10960,13700,0.0,1.0,0.0,1.0,1.0
CH_L_403a,4-4,4,4,0.74948018094225,93,-0.028067641848383087,0.2330751297196856,0.38017548689357855,0.06376640847388791,0.41579270841847726,10960,10960,13700,13700,0.0,0.0,0.0,0.0,0.0
CH_L_403a,4-5,4,5,0.8476773047273939,72,-0.03477443441360028,0.18489134957731154,0.4077628978214995,0.039007716400427904,0.4145239256051656,13700,10960,16440,13700,0.0,0.0,1.0,0.0,0.0
CH_L_403a,4-6,4,6,0.8008234580564326,53,0.010159931368437214,0.392571932929031,0.33645066331705137,0.1250212428929778,0.49117115810328954,16440,10960,19180,13700,1.0,1.0,0.0,1.0,0.0
CH_L_403a,5-3,5,3,0.7075955069426076,86,-0.014290424870476746,0.26278437816932304,0.36087228923616094,0.0633053271593207,0.5071841233145858,8220,13700,10960,16440,1.0,1.0,0.0,0.0,1.0
CH_L_403a,5-4,5,4,0.6912231060936908,98,-0.06141765121649693,0.08154577732282678,0.44475230909142627,-0.06411952491633906,0.33656039864913856,10960,13700,13700,16440,0.0,0.0,1.0,0.0,0.0
CH_L_403a,5-5,5,5,0.8398280049892682,142,-0.025194004970169517,0.15566100736019708,0.39715459257849217,0.05806236317417767,0.40797042906361397,13700,13700,16440,16440,0.0,0.0,0.0,0.0,0.0
CH_L_403a,5-6,5,6,0.5464001430183041,161,-0.011844550602317771,0.21940085056932132,0.3746296972002652,0.06890503772131727,0.5049074184445299,16440,13700,19180,16440,1.0,0.0,0.0,1.0,1.0
CH_L_403a,6-6,6,6,0.7174185386531654,70,-0.015507430344844225,0.20279749442368686,0.3982099899361167,0.056385705884983366,0.4394203965508329,16440,16440,19180,19180,0.0,0.0,0.0,0.0,0.0
CH_L_403a,6-7,6,7,0.7302171708555479,176,-0.03587391605126917,0.22120583099616162,0.4057916767180741,0.04648639603172103,0.44232482874650353,19180,16440,21920,19180,0.0,0.0,0.0,0.0,0.0
CH_L_403a,7-7,7,7,0.5309996431167501,113,-0.04292248239981707,0.16571566747256758,0.4137275013058679,-0.030999827614877094,0.49491150832232084,19180,19180,21920,21920,0.0,0.0,1.0,0.0,0.0
