patient_id,tile_id,tile_row,tile_col,tile_purity,n_spots,FMRP_signature_score,Cell_cycle_signature_score,YAP_signature_score,WNT_signature_score,EMT_signature_score,x_min_fullres,y_min_fullres,x_max_fullres,y_max_fullres,FMRP_signature_score_binary,Cell_cycle_signature_score_binary,YAP_signature_score_binary,WNT_signature_score_binary,EMT_signature_score_binary
CH_L_367a,5-10,5,10,0.6591109706882466,180,0.022619099805442928,0.13086540291411436,0.28889029118899673,0.03473554393843385,0.40248664255710964,25390,12695,27929,15234,1.0,1.0,0.0,1.0,0.0
CH_L_367a,5-11,5,11,0.3765591315924084,139,-0.003433750046529222,0.12373581496001629,0.33918902832475506,-0.038135997860187905,0.45134271752070143,27929,12695,30468,15234,0.0,1.0,0.0,0.0,1.0
CH_L_367a,5-9,5,9,0.7803122170275776,175,0.021140591603963508,0.11374243123946058,0.3104231988647434,0.027517454808534954,0.3955850893045009,22851,12695,25390,15234,1.0,0.0,0.0,1.0,0.0
CH_L_367a,6-11,6,11,0.6829616606672986,188,-0.0040739622372214694,0.08931181808108715,0.33388835172467507,-0.02746079323186448,0.4106573746688668,27929,15234,30468,17773,0.0,0.0,0.0,0.0,0.0
CH_L_367a,6-12,6,12,0.5225669439651088,170,-0.006955732835788408,0.08968111738489046,0.33506387225515233,-0.046993660318438664,0.45730211011597777,30468,15234,33007,17773,0.0,0.0,0.0,0.0,1.0
CH_L_367a,6-13,6,13,0.32026678151588717,72,0.008468923270439188,0.07787023256074363,0.34836866800401084,-0.04949346624223265,0.5540210787689631,33007,15234,35546,17773,0.0,0.0,0.0,0.0,1.0
CH_L_367a,6-9,6,9,0.5029223825622805,187,0.003321503059064674,0.07951124361240565,0.3382961421357447,-0.007449602326981577,0.43862889085747453,22851,15234,25390,17773,0.0,0.0,0.0,0.0,1.0
CH_L_367a,7-10,7,10,0.4552736809709885,182,-0.0030454519646319392,0.055734794883463556,0.357334635300605,-0.009595216854305222,0.4204357094794212,25390,17773,27929,20312,0.0,0.0,1.0,0.0,0.0
CH_L_367a,7-11,7,11,0.66101178195323,176,-0.0010386948143759917,0.07014052048872814,0.3270884309803387,0.009866273507699499,0.4135846116720503,27929,17773,30468,20312,0.0,0.0,0.0,0.0,0.0
CH_L_367a,7-12,7,12,0.7501914726098748,182,-0.004790828603154246,0.11016280908531775,0.3333281832863929,-0.009680211932162824,0.3625086660768776,30468,17773,33007,20312,0.0,0.0,0.0,0.0,0.0
CH_L_367a,7-13,7,13,0.689312654656909,150,0.006781878899077293,0.21755163889346657,0.28456815504239874,0.013332719328665086,0.34248757000966046,33007,17773,35546,20312,0.0,1.0,0.0,1.0,0.0
CH_L_367a,7-9,7,9,0.6803827448164195,178,0.012568978902239255,0.0853147690679568,0.32066706389061345,0.035435260600326764,0.4108604967005149,22851,17773,25390,20312,1.0,0.0,0.0,1.0,0.0
CH_L_367a,8-10,8,10,0.4533506972420582,193,-0.019060702164115276,0.05812650400725957,0.36843302515673426,-0.03557450353618098,0.4228119978641487,25390,20312,27929,22851,0.0,0.0,1.0,0.0,0.0
CH_L_367a,8-11,8,11,0.7038860325214316,193,0.008296314839963383,0.10689394431298022,0.31649393394818953,0.04022742163209074,0.38147009984341446,27929,20312,30468,22851,0.0,0.0,0.0,1.0,0.0
CH_L_367a,8-12,8,12,0.49148333770423147,154,-0.007576625452800326,0.12824499012201354,0.3365591528411066,-0.008562831468433766,0.4080636715225282,30468,20312,33007,22851,0.0,1.0,0.0,0.0,0.0
CH_L_367a,8-13,8,13,0.6742884059384305,172,0.011870077082922337,0.17289446459342456,0.2866262667813585,0.02663036003436202,0.39529850203591244,33007,20312,35546,22851,1.0,1.0,0.0,1.0,0.0
CH_L_367a,8-9,8,9,0.5958256718297608,166,7.718287920405003e-05,0.07038968357257014,0.36263148111336296,-0.017702399029743795,0.42931523687874695,22851,20312,25390,22851,0.0,0.0,1.0,0.0,1.0
CH_L_367a,9-10,9,10,0.7611197561157526,145,-0.01453346775905603,0.09218311368802559,0.3681829909233863,-0.03888450795540163,0.355144333030277,25390,22851,27929,25390,0.0,0.0,1.0,0.0,0.0
CH_L_367a,9-11,9,11,0.7299771054088042,194,0.004883645322782194,0.11772571308138316,0.3180832418059825,-0.00020513567832218998,0.3745788252823599,27929,22851,30468,25390,0.0,0.0,0.0,0.0,0.0
CH_L_367a,9-12,9,12,0.5242531287043687,177,0.013767708269533146,0.12691737839805567,0.3119553620359776,0.0048865818067432105,0.4229110906477651,30468,22851,33007,25390,1.0,1.0,0.0,0.0,0.0
CH_L_367a,9-13,9,13,0.3648746567107786,87,0.039305734544097796,0.05794415260186835,0.35897196111446494,0.009593068656135722,0.6047469794112198,33007,22851,35546,25390,1.0,0.0,1.0,0.0,1.0
CH_L_367a,9-9,9,9,0.7595627507512502,61,-0.03123345107897166,0.05641899940181613,0.38102141457516725,-0.01935399788405447,0.36453353586830434,22851,22851,25390,25390,0.0,0.0,1.0,0.0,0.0
