patient_id,tile_id,tile_row,tile_col,tile_purity,n_spots,FMRP_signature_score,Cell_cycle_signature_score,YAP_signature_score,WNT_signature_score,EMT_signature_score,x_min_fullres,y_min_fullres,x_max_fullres,y_max_fullres,FMRP_signature_score_binary,Cell_cycle_signature_score_binary,YAP_signature_score_binary,WNT_signature_score_binary,EMT_signature_score_binary
CH_L_299a,4-10,4,10,0.4270083902024722,82,-0.047811172127548325,0.13695604932396913,0.40961714185398684,-0.06662247157119565,0.42446113554783743,24070,9628,26477,12035,0.0,0.0,0.0,0.0,1.0
CH_L_299a,4-6,4,6,0.45463509509196387,175,-0.07926730223131383,0.10945124013113311,0.4496058431174269,-0.08198241430896355,0.35468653955637824,14442,9628,16849,12035,0.0,0.0,1.0,0.0,0.0
CH_L_299a,4-7,4,7,0.7175642882916259,183,-0.05555589287054231,0.1490894550595181,0.42311564921818856,-0.04473385271669053,0.3931300402687492,16849,9628,19256,12035,0.0,0.0,1.0,0.0,1.0
CH_L_299a,4-8,4,8,0.8160284461049908,186,-0.04394164571313719,0.24681424800859703,0.38951631025179334,-0.0018725100173569368,0.36676670508567744,19256,9628,21663,12035,1.0,1.0,0.0,1.0,0.0
CH_L_299a,4-9,4,9,0.7913587119080293,186,-0.03078979306591684,0.24652384249463097,0.3686168307426377,-0.014286176174444255,0.3865227869923087,21663,9628,24070,12035,1.0,1.0,0.0,0.0,0.0
CH_L_299a,5-10,5,10,0.39504195781477663,94,-0.05477986953759056,0.12545931979061126,0.4219420008799707,-0.07619985488827535,0.45016160736879623,24070,12035,26477,14442,0.0,0.0,0.0,0.0,1.0
CH_L_299a,5-6,5,6,0.44842160616615173,187,-0.07863142726635877,0.12198115234594692,0.44056729812749434,-0.08770407106049938,0.3011996307189706,14442,12035,16849,14442,0.0,0.0,1.0,0.0,0.0
CH_L_299a,5-7,5,7,0.8535905488305104,189,-0.05845006944188797,0.21593561206436301,0.3928138322710049,-0.018672017466910298,0.23112968918111695,16849,12035,19256,14442,0.0,0.0,0.0,0.0,0.0
CH_L_299a,5-8,5,8,0.6613104650211821,186,-0.05813121401865757,0.21563805620780482,0.4024113217559462,-0.04367617850263703,0.36260410610596855,19256,12035,21663,14442,0.0,0.0,0.0,0.0,0.0
CH_L_299a,5-9,5,9,0.7948565023102153,189,-0.0473964886412811,0.23914737377759643,0.3785394619552842,-0.013457803103275249,0.3427281736502543,21663,12035,24070,14442,1.0,1.0,0.0,0.0,0.0
CH_L_299a,6-10,6,10,0.4596986461175988,80,-0.06565143135078667,0.07277419163330745,0.45583565711029755,-0.11012914449312339,0.43527129781084384,24070,14442,26477,16849,0.0,0.0,1.0,0.0,1.0
CH_L_299a,6-7,6,7,0.7479666956089638,183,-0.06902495615388586,0.18887433499015854,0.4017893277247761,-0.027718128382849563,0.23163583371838511,16849,14442,19256,16849,0.0,0.0,0.0,0.0,0.0
CH_L_299a,6-8,6,8,0.4497434010119769,186,-0.055347050530056285,0.1593927859259657,0.3861461621861831,-0.04020135127524264,0.378130859745787,19256,14442,21663,16849,0.0,0.0,0.0,0.0,0.0
CH_L_299a,6-9,6,9,0.5077686534345197,188,-0.06651032801422695,0.10496419261766592,0.42582548340276294,-0.08401135368761162,0.37292037867271666,21663,14442,24070,16849,0.0,0.0,1.0,0.0,0.0
CH_L_299a,7-10,7,10,0.9256418071900077,80,-0.05491517654365073,0.18991186634165916,0.34090047764276254,0.012004203392736173,0.24904672860233928,24070,16849,26477,19256,0.0,0.0,0.0,1.0,0.0
CH_L_299a,7-7,7,7,0.39946820667488286,183,-0.06752723940307452,0.20429265230138435,0.34579171768259936,-0.025160857966215106,0.3865756041874077,16849,16849,19256,19256,0.0,0.0,0.0,0.0,0.0
CH_L_299a,7-8,7,8,0.4375983856599081,185,-0.059817050744252,0.1797330069357887,0.374919234020613,-0.015172856301345959,0.3898838154054565,19256,16849,21663,19256,0.0,0.0,0.0,0.0,1.0
CH_L_299a,7-9,7,9,0.7486166555480389,187,-0.0663351048209043,0.12146805697640417,0.4241543443345938,-0.056081871030923484,0.316123368595216,21663,16849,24070,19256,0.0,0.0,1.0,0.0,0.0
CH_L_299a,8-10,8,10,0.9415229428047436,70,-0.04451161226180594,0.2318259604677437,0.32787544009617847,0.020468462501641266,0.26681482335203366,24070,19256,26477,21663,1.0,1.0,0.0,1.0,0.0
CH_L_299a,8-6,8,6,0.5387682294080481,186,-0.0687584684637704,0.15643310934853732,0.4130554762457799,-0.07236428518333173,0.22599255381544203,14442,19256,16849,21663,0.0,0.0,0.0,0.0,0.0
CH_L_299a,8-8,8,8,0.6028547022763632,186,-0.05258882085989847,0.1864895441784253,0.36477015778777405,-0.007088976113239119,0.3986283900698549,19256,19256,21663,21663,0.0,0.0,0.0,1.0,1.0
CH_L_299a,8-9,8,9,0.8334511535322201,170,-0.033887493357220334,0.23910427394314884,0.3586794464969283,0.0009118707933931526,0.3625601030240349,21663,19256,24070,21663,1.0,1.0,0.0,1.0,0.0
CH_L_299a,9-9,9,9,0.94649281007772,49,-0.027026102957554518,0.2543711637662228,0.3398727644886511,0.021479861283339723,0.26222501633158224,21663,21663,24070,24070,1.0,1.0,0.0,1.0,0.0
