patient_id,tile_id,tile_row,tile_col,tile_purity,n_spots,FMRP_signature_score,Cell_cycle_signature_score,YAP_signature_score,WNT_signature_score,EMT_signature_score,x_min_fullres,y_min_fullres,x_max_fullres,y_max_fullres,FMRP_signature_score_binary,Cell_cycle_signature_score_binary,YAP_signature_score_binary,WNT_signature_score_binary,EMT_signature_score_binary
CH_L_307a,3-15,3,15,0.33273284263526703,62,-0.09153798022511048,0.027835550689392655,0.4708339466880966,-0.12799758596869923,0.4881187929369067,34695,6939,37008,9252,0.0,0.0,1.0,0.0,0.0
CH_L_307a,3-16,3,16,0.3831314137341219,66,-0.08044716066433835,0.03530917427962488,0.46465654370439274,-0.12436033534979615,0.4520338832863889,37008,6939,39321,9252,0.0,0.0,1.0,0.0,0.0
CH_L_307a,3-17,3,17,0.4019668944391694,61,-0.08328039902790775,0.03615710063140271,0.45489465088067277,-0.10212606575463193,0.5358161734888544,39321,6939,41634,9252,0.0,0.0,1.0,0.0,1.0
CH_L_307a,4-16,4,16,0.3938562732031667,187,-0.05592393794558596,0.07633371740350064,0.3980836749655184,-0.07559790539797101,0.5173892746256424,37008,9252,39321,11565,0.0,0.0,0.0,0.0,1.0
CH_L_307a,4-17,4,17,0.5256226443857208,185,-0.05942021210215435,0.09254530859186196,0.40019628584597694,-0.045791474919792345,0.5015360888589155,39321,9252,41634,11565,0.0,0.0,0.0,0.0,1.0
CH_L_307a,4-18,4,18,0.4799566564397783,180,-0.051898734709498996,0.05319339376324473,0.42236187898359073,-0.0784672152962067,0.5137272918162813,41634,9252,43947,11565,0.0,0.0,1.0,0.0,1.0
CH_L_307a,5-15,5,15,0.30876234700003186,189,-0.07268045495544659,0.05548417598498035,0.43590771090015495,-0.10582916491160226,0.5144241455435417,34695,11565,37008,13878,0.0,0.0,1.0,0.0,1.0
CH_L_307a,5-16,5,16,0.707022087513306,186,-0.022562923427779803,0.17492918876317629,0.34806412213074,0.01708564992173994,0.4354107756002254,37008,11565,39321,13878,0.0,1.0,0.0,0.0,0.0
CH_L_307a,5-17,5,17,0.7984444230946495,184,-0.005460460849528203,0.09401424652471642,0.35251576704845633,0.05634420740281354,0.3751192358460976,39321,11565,41634,13878,1.0,0.0,0.0,1.0,0.0
CH_L_307a,5-18,5,18,0.686405667390389,188,-0.02141164847487476,0.16116964252379976,0.3423844247402848,0.023753580737307843,0.44706522662811377,41634,11565,43947,13878,0.0,1.0,0.0,0.0,0.0
CH_L_307a,6-15,6,15,0.31562474551369685,185,-0.05877995590528028,0.08519562423007024,0.402701957081346,-0.06917175188084394,0.4375182255157465,34695,13878,37008,16191,0.0,0.0,0.0,0.0,0.0
CH_L_307a,6-16,6,16,0.7514305651904435,186,-0.014817317387825624,0.14732572336706068,0.32516978249557893,0.05795490797255822,0.408061377536509,37008,13878,39321,16191,0.0,0.0,0.0,1.0,0.0
CH_L_307a,6-17,6,17,0.8458623454162697,191,0.003487775450609983,0.046320115265864985,0.34677086524471745,0.07960693311860767,0.37807544672125,39321,13878,41634,16191,1.0,0.0,0.0,1.0,0.0
CH_L_307a,6-18,6,18,0.8209974376088667,184,-0.01304483435005257,0.10829134523054387,0.35125311936922565,0.05018742702251696,0.353063844724045,41634,13878,43947,16191,1.0,0.0,0.0,1.0,0.0
CH_L_307a,7-14,7,14,0.6596366227980999,163,-0.016109989654979243,0.2156128396817876,0.30413288849417924,0.006900015183554895,0.44127031653734317,32382,16191,34695,18504,0.0,1.0,0.0,0.0,0.0
CH_L_307a,7-15,7,15,0.542823755074949,183,-0.0320626549953619,0.14226872036459823,0.35073669085269393,-0.04429500965101418,0.5138109915851174,34695,16191,37008,18504,0.0,0.0,0.0,0.0,1.0
CH_L_307a,7-16,7,16,0.567589239472513,188,-0.03302278293230362,0.14031159191718207,0.3618426823362106,-0.03162416907386029,0.4847692800151718,37008,16191,39321,18504,0.0,0.0,0.0,0.0,0.0
CH_L_307a,7-17,7,17,0.8066605878059507,183,-0.0005625835078788723,0.08553515283796935,0.3378490673182998,0.07689043105744085,0.3769327583465161,39321,16191,41634,18504,1.0,0.0,0.0,1.0,0.0
CH_L_307a,7-18,7,18,0.8445420679372317,183,-0.014030955996968266,0.10054803922144002,0.36229966044570255,0.044721614523161875,0.3628612839703275,41634,16191,43947,18504,0.0,0.0,0.0,1.0,0.0
CH_L_307a,8-14,8,14,0.6324709915978636,153,-0.007008068561900203,0.1805547821281703,0.31740886825209635,0.02436834094579397,0.46652458441338657,32382,18504,34695,20817,1.0,1.0,0.0,0.0,0.0
CH_L_307a,8-15,8,15,0.6942016309062203,189,-0.006718709707719659,0.16217702968030406,0.3260512977281857,0.03469681447286933,0.4648413711581305,34695,18504,37008,20817,1.0,1.0,0.0,0.0,0.0
CH_L_307a,8-16,8,16,0.7641006042096073,180,-0.02542562963582395,0.20696019643055028,0.3282108961895505,0.0399693860004186,0.4203270093227791,37008,18504,39321,20817,0.0,1.0,0.0,0.0,0.0
CH_L_307a,8-17,8,17,0.5835710879836012,174,-0.04701063744344894,0.11434754727521804,0.38702234838690236,-0.04962504813625739,0.4461604937419132,39321,18504,41634,20817,0.0,0.0,0.0,0.0,0.0
CH_L_307a,8-18,8,18,0.6001392138916531,164,-0.05725122813903261,0.11938333099172181,0.40475352587822705,-0.0685291081121958,0.4393890479073957,41634,18504,43947,20817,0.0,0.0,1.0,0.0,0.0
