patient_id,tile_id,tile_row,tile_col,tile_purity,n_spots,FMRP_signature_score,Cell_cycle_signature_score,YAP_signature_score,WNT_signature_score,EMT_signature_score,x_min_fullres,y_min_fullres,x_max_fullres,y_max_fullres,FMRP_signature_score_binary,Cell_cycle_signature_score_binary,YAP_signature_score_binary,WNT_signature_score_binary,EMT_signature_score_binary
CH_L_319a,4-14,4,14,0.8581256974937376,102,0.003775297923151199,0.2782781566979715,0.3229928353915879,0.038539206469051526,0.35797807781913155,34328,9808,36780,12260,1.0,1.0,0.0,1.0,1.0
CH_L_319a,4-15,4,15,0.8947343775584049,160,-0.007057896923801038,0.29809567272174425,0.30784281118471735,0.017427789053119588,0.30442501506200287,36780,9808,39232,12260,1.0,1.0,0.0,1.0,0.0
CH_L_319a,4-16,4,16,0.8677276565145516,175,-0.019187189559931952,0.1994136548474059,0.32075193586589534,0.007824012182925593,0.30355282493610247,39232,9808,41684,12260,0.0,0.0,0.0,0.0,0.0
CH_L_319a,4-17,4,17,0.8735919653451996,186,-0.0021184852567086303,0.21918212369545953,0.32522024076211675,0.0517446568444866,0.3416134573651814,41684,9808,44136,12260,1.0,0.0,0.0,1.0,0.0
CH_L_319a,5-14,5,14,0.8442147684114121,115,-0.003853794841368304,0.28736071767420884,0.31689780909344295,0.011598941974235659,0.30598816738772855,34328,12260,36780,14712,1.0,1.0,0.0,0.0,0.0
CH_L_319a,5-15,5,15,0.8877064391235483,188,-0.015447872226174674,0.25965164157107223,0.31269802199547025,-0.0011127954325461104,0.2866932116920796,36780,12260,39232,14712,0.0,1.0,0.0,0.0,0.0
CH_L_319a,5-16,5,16,0.7837303500313946,188,-0.027060683175593764,0.22289361439012903,0.32703303758818375,-0.01606094031176049,0.3080258741718595,39232,12260,41684,14712,0.0,0.0,0.0,0.0,0.0
CH_L_319a,5-17,5,17,0.7510859256389938,184,-0.01750741016950667,0.19751904916764348,0.3399121999299241,-0.001964228391027779,0.35507565776812294,41684,12260,44136,14712,0.0,0.0,0.0,0.0,1.0
CH_L_319a,5-18,5,18,0.7681117817255381,181,-0.031061783843874636,0.19368730228778597,0.33951736083898737,0.014659551688298363,0.2800916141704348,44136,12260,46588,14712,0.0,0.0,0.0,1.0,0.0
CH_L_319a,6-14,6,14,0.7872183578428736,102,-0.004105537625823429,0.3271750482618771,0.32040452838939143,0.046737974600591925,0.29967659830897153,34328,14712,36780,17164,1.0,1.0,0.0,1.0,0.0
CH_L_319a,6-15,6,15,0.786353349430984,183,-0.02419015242652473,0.25915008986979604,0.32419667029862775,-0.012382890952701196,0.29399640827895485,36780,14712,39232,17164,0.0,0.0,0.0,0.0,0.0
CH_L_319a,6-16,6,16,0.5447791165902583,187,-0.009354108523482747,0.256435817368348,0.33193782652888765,-0.00814865154515039,0.4076798704815345,39232,14712,41684,17164,1.0,0.0,0.0,0.0,1.0
CH_L_319a,6-17,6,17,0.8453624717067102,186,-0.017320207456300276,0.29960946361780233,0.31111928332139055,0.010073291890532797,0.2590457009079761,41684,14712,44136,17164,0.0,1.0,0.0,0.0,0.0
CH_L_319a,6-18,6,18,0.7713940244493573,185,-0.041542016221300423,0.1453253388910703,0.36506349848696584,-0.023833475884096133,0.2542120387635905,44136,14712,46588,17164,0.0,0.0,1.0,0.0,0.0
CH_L_319a,7-14,7,14,0.7843237699693653,86,-0.020431796628835222,0.1759020259473184,0.3192553412589465,0.011905701408207896,0.24047682992280411,34328,17164,36780,19616,0.0,0.0,0.0,1.0,0.0
CH_L_319a,7-15,7,15,0.6787164050434897,186,-0.03885097124234004,0.1670992946533095,0.3402343897203615,-0.03173819841616239,0.2759278267987373,36780,17164,39232,19616,0.0,0.0,0.0,0.0,0.0
CH_L_319a,7-16,7,16,0.7145484034186852,187,-0.014074828523578551,0.25026091588808974,0.3244161326910111,0.0055163315839553174,0.2871936133176734,39232,17164,41684,19616,0.0,0.0,0.0,0.0,0.0
CH_L_319a,7-17,7,17,0.736293938163505,185,-0.03615001741757001,0.19414339952386306,0.3432203498794552,-0.028081527248730264,0.25520995635830296,41684,17164,44136,19616,0.0,0.0,0.0,0.0,0.0
CH_L_319a,7-18,7,18,0.5290257904143428,183,-0.059532511949038636,0.14423836697651252,0.389002072309215,-0.0758841348746245,0.2692861507150045,44136,17164,46588,19616,0.0,0.0,1.0,0.0,0.0
CH_L_319a,8-14,8,14,0.3863578692512771,55,-0.0469084362780182,0.05577478436616427,0.42074328443028014,-0.07516236115338784,0.37134524978635797,34328,19616,36780,22068,0.0,0.0,1.0,0.0,1.0
CH_L_319a,8-15,8,15,0.43091664828537773,180,-0.053233190504810415,0.08324863240604113,0.3957060336821454,-0.08073820858922152,0.39284209372905377,36780,19616,39232,22068,0.0,0.0,1.0,0.0,1.0
CH_L_319a,8-16,8,16,0.4007996571433805,154,-0.06776270535827743,0.11342131590450259,0.42690048710629036,-0.08830863949487365,0.30796096357287556,39232,19616,41684,22068,0.0,0.0,1.0,0.0,0.0
CH_L_319a,9-15,9,15,0.33466357542458414,73,-0.0655503276727736,0.05016397384471779,0.4178705775771375,-0.0897661815796019,0.39922183130589645,36780,22068,39232,24520,0.0,0.0,1.0,0.0,1.0
