patient_id,tile_id,tile_row,tile_col,tile_purity,n_spots,FMRP_signature_score,Cell_cycle_signature_score,YAP_signature_score,WNT_signature_score,EMT_signature_score,x_min_fullres,y_min_fullres,x_max_fullres,y_max_fullres,FMRP_signature_score_binary,Cell_cycle_signature_score_binary,YAP_signature_score_binary,WNT_signature_score_binary,EMT_signature_score_binary
CH_L_329a,4-10,4,10,0.42738862251311993,140,0.0061560790633202155,0.09700887013568912,0.3270786738218321,-0.003599126674667555,0.516594041110876,24340,9736,26774,12170,1.0,0.0,0.0,1.0,1.0
CH_L_329a,4-7,4,7,0.5151952520949964,77,-0.005516425307166061,0.1061647674291082,0.3275169163314253,-0.02785461663201608,0.5155989605672731,17038,9736,19472,12170,0.0,0.0,0.0,0.0,1.0
CH_L_329a,4-8,4,8,0.5232222908378342,126,0.005089591220708776,0.0984876227908379,0.305004395173388,-0.005199149319792622,0.44834629582626323,19472,9736,21906,12170,1.0,0.0,0.0,0.0,0.0
CH_L_329a,4-9,4,9,0.5074715083566167,121,0.0003325569169511039,0.08178806463367129,0.31626449828773434,0.006369777087149904,0.49197461628107897,21906,9736,24340,12170,1.0,0.0,0.0,1.0,1.0
CH_L_329a,5-6,5,6,0.38330936513907865,107,-0.012105099492339814,0.08218254337008968,0.3128240888110994,-0.034526839158830355,0.545486412937305,14604,12170,17038,14604,0.0,0.0,0.0,0.0,1.0
CH_L_329a,5-7,5,7,0.5848902629584339,169,-0.00971072449759383,0.1297435488038229,0.3157963735045993,-0.014928108591625898,0.47238352684504076,17038,12170,19472,14604,0.0,0.0,0.0,0.0,0.0
CH_L_329a,5-8,5,8,0.5975796569783329,189,0.0005815432875293072,0.10663445425731347,0.33148699721859887,-0.016813856661054928,0.46863754684842174,19472,12170,21906,14604,1.0,0.0,0.0,0.0,0.0
CH_L_329a,5-9,5,9,0.5402633032825318,150,-0.008022773706817147,0.08310261462060035,0.3378168599988483,-0.02227694016166374,0.4653781771013354,21906,12170,24340,14604,0.0,0.0,0.0,0.0,0.0
CH_L_329a,6-6,6,6,0.311313648231577,154,-0.011869540438553736,0.10063787389571817,0.29721120951575225,-0.02840319240168981,0.5083120966544599,14604,14604,17038,17038,0.0,0.0,0.0,0.0,1.0
CH_L_329a,6-7,6,7,0.6788653348015508,182,-0.008975576901641791,0.1357340979436012,0.31313186590147746,-0.022998721832031773,0.3694940661666592,17038,14604,19472,17038,0.0,1.0,0.0,0.0,0.0
CH_L_329a,6-8,6,8,0.7735843889333047,156,-0.013163597002572792,0.09961511675487876,0.34535175575876154,-0.017113448009959464,0.38981692030944304,19472,14604,21906,17038,0.0,0.0,1.0,0.0,0.0
CH_L_329a,6-9,6,9,0.5378654873659565,184,-0.004084833467496739,0.09843185433801231,0.33316436925003823,-0.008840368439745014,0.44402124675954857,21906,14604,24340,17038,0.0,0.0,0.0,0.0,0.0
CH_L_329a,7-10,7,10,0.5495517697811658,172,0.00555229028614037,0.14781912062524782,0.3247104570822252,0.008128877855252337,0.4886449694838974,24340,17038,26774,19472,1.0,1.0,0.0,1.0,0.0
CH_L_329a,7-6,7,6,0.5177734360075578,71,-0.012788534213657768,0.13454552468856168,0.291511807602371,-0.013081661546437615,0.3851620819873712,14604,17038,17038,19472,0.0,0.0,0.0,0.0,0.0
CH_L_329a,7-7,7,7,0.5648011833063582,82,-0.03368000664124492,0.08189456955387726,0.3658304858719335,-0.04748215212459741,0.311810374365854,17038,17038,19472,19472,0.0,0.0,1.0,0.0,0.0
CH_L_329a,7-8,7,8,0.8110815536313932,110,-0.02365340812953607,0.14002096713574913,0.3216790318684815,-0.02675803497561401,0.3273988855849055,19472,17038,21906,19472,0.0,1.0,0.0,0.0,0.0
CH_L_329a,7-9,7,9,0.8507653506295864,166,-0.009855515400223485,0.13774271573588576,0.33883260645983254,-0.01722472978398297,0.3237075933925923,21906,17038,24340,19472,0.0,1.0,1.0,0.0,0.0
CH_L_329a,8-10,8,10,0.3652128970301586,173,-0.0007012075370183853,0.13265833410688738,0.31044283521916166,-0.004476284350904274,0.5112703082042109,24340,19472,26774,21906,0.0,0.0,0.0,0.0,1.0
CH_L_329a,8-7,8,7,0.7360973284740029,124,-0.013479124135160402,0.12555235640709786,0.3243561810992316,-0.010725901626862116,0.27918547952751227,17038,19472,19472,21906,0.0,0.0,0.0,0.0,0.0
CH_L_329a,8-8,8,8,0.5264994624842168,126,-0.033346560836557536,0.07392123395206329,0.37772050387520095,-0.038341384434388386,0.34730570372413183,19472,19472,21906,21906,0.0,0.0,1.0,0.0,0.0
