patient_id,tile_id,tile_row,tile_col,tile_purity,n_spots,FMRP_signature_score,Cell_cycle_signature_score,YAP_signature_score,WNT_signature_score,EMT_signature_score,x_min_fullres,y_min_fullres,x_max_fullres,y_max_fullres,FMRP_signature_score_binary,Cell_cycle_signature_score_binary,YAP_signature_score_binary,WNT_signature_score_binary,EMT_signature_score_binary
CH_L_281b,3-2,3,2,0.46075451766412334,147,-0.08843297655041944,0.029702793863410886,0.4850773507377976,-0.13907030766102146,0.46467305191001157,4778,7167,7167,9556,0.0,0.0,1.0,0.0,0.0
CH_L_281b,3-3,3,3,0.4919053355489093,181,-0.06502174926737525,0.03156573527862961,0.4533950358160965,-0.11253512336925907,0.5049512283352564,7167,7167,9556,9556,0.0,0.0,1.0,0.0,0.0
CH_L_281b,3-4,3,4,0.536952299502184,186,-0.0472668543241458,0.05962525460617411,0.42591523627688505,-0.09085582583120609,0.489594780001186,9556,7167,11945,9556,0.0,0.0,0.0,0.0,0.0
CH_L_281b,3-5,3,5,0.48058988741868647,188,-0.057818205579723454,0.04958039044652426,0.4398543341108339,-0.1018822419887352,0.5178478751219424,11945,7167,14334,9556,0.0,0.0,1.0,0.0,1.0
CH_L_281b,3-6,3,6,0.41453695785364053,130,-0.07988106753348598,0.030234250302703276,0.4651087454031249,-0.12471017469296565,0.48179421133968564,14334,7167,16723,9556,0.0,0.0,1.0,0.0,0.0
CH_L_281b,4-2,4,2,0.5172440727906412,182,-0.048990578273617885,0.05280491074327165,0.4268877862880952,-0.0855404992167484,0.5116983111222745,4778,9556,7167,11945,0.0,0.0,0.0,0.0,0.0
CH_L_281b,4-3,4,3,0.49755000536712857,192,-0.0011701411854266098,0.11912747070636236,0.3433475048437207,-0.014517040700614136,0.5003933030236251,7167,9556,9556,11945,1.0,1.0,0.0,1.0,0.0
CH_L_281b,4-4,4,4,0.3852464159171285,185,-0.02026189054585136,0.11023374885550341,0.3454172613822647,-0.032348294166053435,0.49517975894308086,9556,9556,11945,11945,1.0,1.0,0.0,1.0,0.0
CH_L_281b,4-5,4,5,0.43860801779587755,185,-0.006879005485847714,0.09470269827598264,0.34529512973884186,-0.025730497192838576,0.4912114624486203,11945,9556,14334,11945,1.0,0.0,0.0,1.0,0.0
CH_L_281b,4-6,4,6,0.5053870232813734,145,-0.03005525455595533,0.07072195040620903,0.3907755158235167,-0.056059745588682326,0.4888390013893365,14334,9556,16723,11945,0.0,0.0,0.0,0.0,0.0
CH_L_281b,5-2,5,2,0.4933959784253635,174,-0.03469735195313968,0.08569210073067259,0.39888309026143726,-0.05601000312246261,0.5004356372953607,4778,11945,7167,14334,0.0,0.0,0.0,0.0,0.0
CH_L_281b,5-3,5,3,0.43186989987125207,185,-0.01725582003945764,0.07906548668879426,0.37144470347530545,-0.043810961600411084,0.45961301491114614,7167,11945,9556,14334,1.0,0.0,0.0,0.0,0.0
CH_L_281b,5-5,5,5,0.37155916718402593,188,-0.024976953311281382,0.10363762991972175,0.32901998818747374,-0.04019473716421296,0.4547856992404748,11945,11945,14334,14334,0.0,1.0,0.0,0.0,0.0
CH_L_281b,5-6,5,6,0.46916480343149924,136,-0.0029428702416078446,0.12517147327717879,0.3333730706169944,-0.032363252244792744,0.48772110697784804,14334,11945,16723,14334,1.0,1.0,0.0,1.0,0.0
CH_L_281b,6-3,6,3,0.31360497544744004,176,-0.03205881848812565,0.0991550114456537,0.35146782806744836,-0.0234391174984226,0.4364402550920701,7167,14334,9556,16723,0.0,0.0,0.0,1.0,0.0
CH_L_281b,6-4,6,4,0.32735101157033497,187,-0.02698906367469435,0.11828044579164033,0.3322013487890354,-0.03739388585491729,0.47953973205135914,9556,14334,11945,16723,0.0,1.0,0.0,1.0,0.0
CH_L_281b,6-5,6,5,0.34483566303745866,187,-0.011234102044705783,0.13694789056871104,0.32285893454919934,-0.04822600540244043,0.5049254479193802,11945,14334,14334,16723,1.0,1.0,0.0,0.0,0.0
CH_L_281b,6-6,6,6,0.44190416422545076,124,-0.03043119050225359,0.0843125462573077,0.37132530500627264,-0.07700282956067635,0.5492824973589545,14334,14334,16723,16723,0.0,0.0,0.0,0.0,1.0
CH_L_281b,7-2,7,2,0.31203321056535954,165,-0.06146288602485581,0.032525207912888245,0.4393054275024502,-0.10216506129239745,0.5337665410862668,4778,16723,7167,19112,0.0,0.0,1.0,0.0,1.0
CH_L_281b,7-5,7,5,0.33312055842170785,155,-0.04339629343107972,0.06729739503288638,0.3835691616038905,-0.07443516444052273,0.565194671271028,11945,16723,14334,19112,0.0,0.0,0.0,0.0,1.0
CH_L_281b,7-6,7,6,0.40077784361968805,91,-0.057844464652470465,0.034322537200765835,0.4301577410584179,-0.09128346083164393,0.5791886355936151,14334,16723,16723,19112,0.0,0.0,0.0,0.0,1.0
CH_L_281b,8-2,8,2,0.308571824876386,52,-0.05867489430685217,0.03227409300121677,0.44441358322244884,-0.08444355363743503,0.559967466184126,4778,19112,7167,21501,0.0,0.0,1.0,0.0,1.0
